user_id,restaurant_name,user_rating
-BA0lhK-11ZRh-AwE7srWw,Los Tacos No.1,5
-BA0lhK-11ZRh-AwE7srWw,Morimoto,3
-BA0lhK-11ZRh-AwE7srWw,Takashi,5
-BA0lhK-11ZRh-AwE7srWw,The Park,4
-BA0lhK-11ZRh-AwE7srWw,The Spotted Pig,5
-BA0lhK-11ZRh-AwE7srWw,The Standard Grill,1
-BGcVmPvFAk_9EG9IaAEow,Leo’s Grandevous,5
-BGcVmPvFAk_9EG9IaAEow,Mémé Mediterranean,5
-BGcVmPvFAk_9EG9IaAEow,Pilsener Haus & Biergarten,5
-BKKJct1YKLq2klOueYyRA,Employees Only,5
-BKKJct1YKLq2klOueYyRA,Left Bank,5
-BKKJct1YKLq2klOueYyRA,The Quarter,4
-BkoYjdJrzmutUTeM3BXnQ,The Spotted Pig,5
-BqxA0tFIoDKii4w2pCiIQ,Los Tacos No.1,4
-BqxA0tFIoDKii4w2pCiIQ,Very Fresh Noodles,5
-BrxWXm4kLgXjhmQYpKzUA,Los Tacos No.1,5
-BwfzcF48MvFA5fSWzD0mw,City Bistro,2
-C70irjZcslEUcBfBhii3A,O’Bagel,5
-C9cizCd5oZvCcf2EqSnEQ,Chart House,4
-CND_pAGp1-OpYznC8uuiQ,Miznon,5
-CTnTW2UGCcipuFHZL3mwQ,The Wild Son,5
-CYGmtZwlJUyeSvdJpnUHw,The Madison Bar & Grill,4
-CYGmtZwlJUyeSvdJpnUHw,The Stewed Cow,5
-C_QPajOUye2iPu6pUURhQ,Bubby’s High Line,2
-CwjS8PCmuJsV9NWEfcBPg,The Spotted Pig,1
-CxTNO2db6lqhlKP5qB9yg,The Park,4
-DS5ttnYN10Va8GqGmxecw,Del Posto,2
-DVbpIecy8idrrsy4Wjerw,Wallse,5
-DYDMmTu4_XzdlV8J5enVg,Sugar Factory,3
-DcHpRN0B60Zl19eBSErqg,The Cuban Restaurant and Bar,5
-DgBEuDXPVLQh5vciUx1rg,Chart House,4
-Dga2ImkvVwHEPX41-8iFw,Ali Baba,4
-Dga2ImkvVwHEPX41-8iFw,La Isla Restaurant,4
-Dllbo6q-upe2HgrZT_x7w,The Park,4
-DogUpfkFsG5m9tEqotr-A,Artichoke Basille’s Pizza & Bar,5
-DogUpfkFsG5m9tEqotr-A,The Quarter,4
-DruJKLx6AfedmDY2Simnw,Sugar Factory,5
-DyBwBRGhSK50_eh0zm98A,Grand Vin,3
-DyBwBRGhSK50_eh0zm98A,Halifax,4
-DyBwBRGhSK50_eh0zm98A,Kobeyaki,4
-DyBwBRGhSK50_eh0zm98A,Komegashi Too,4
-DyBwBRGhSK50_eh0zm98A,Menya Sandaime,2
-DyBwBRGhSK50_eh0zm98A,The Hamilton Inn,3
-DyKQFfW51s30DVkQ8g4-A,Charrito’s,5
-E8MmWSGPZcvzJMmlINctg,STK Downtown,5
-EBorLI2rXqKMQc5tZShVA,Chart House,5
-EBorLI2rXqKMQc5tZShVA,Coco Havana,2
-ERVFKBBisSx8hCbB-VvwQ,Napoli’s Brick Oven Pizza,5
-EVKhG5NsfgLQ7FMUwXUAQ,Malatesta Trattoria,4
-EWQ9qJE0iRvODHQpbMsZQ,Makai Poké,4
-EWQ9qJE0iRvODHQpbMsZQ,Onieals,3
-EekqYGgCC5olb6m2A_wBA,Sorellina,4
-EjP9mSbyKwBB6niMN-Q9g,Hamilton Pork,4
-EjP9mSbyKwBB6niMN-Q9g,The Hamilton Inn,2
-EjP9mSbyKwBB6niMN-Q9g,White Star Bar,4
-ElEmLoxMryQwXDa-VMujQ,Corkscrew Bar,4
-EqGpWrJ1blpdA_dzpqxMA,Malatesta Trattoria,3
-ErauLHmLx45OJYlAagnLQ,Chart House,5
-F2UZXd7x3P1-zb4JedcQQ,Ainsworth Hoboken,5
-FL3-KW6RNl7qyJnksnpLg,Barbuto,4
-FL3-KW6RNl7qyJnksnpLg,Los Tacos No.1,5
-FL3-KW6RNl7qyJnksnpLg,The Clam,4
-FL3-KW6RNl7qyJnksnpLg,The Spotted Pig,5
-FL3-KW6RNl7qyJnksnpLg,Untitled,4
-FLx9eYn5kZycJSHSCvlaA,Flip Sigi,4
-FQVkVlR3JHB2ZZn4p0kNw,New Thanh Hoai,3
-FQVkVlR3JHB2ZZn4p0kNw,White Star Bar,4
-FT-y0xF0_ee6C5DGAOgJA,Turning Point of Hoboken,5
-FZkDDUOlJtCHDjw-joc3A,Sugar Factory,5
-Fb3WvFaSHlfR6zVImD1fw,Los Tacos No.1,2
-FbeEpgf01NyTDdBcXtgVg,Fran’s Italian Deli,4
-FbeEpgf01NyTDdBcXtgVg,La Isla Restaurant,5
-FbeEpgf01NyTDdBcXtgVg,The Madison Bar & Grill,4
-FlmiiS3AboSgF-chrh9Vg,Bang Cookies,1
-FrTh_PjoyFW1sZXmRJUQQ,Chart House,4
-Fs8FnJt1RWoiCDGxVWoeg,Malibu Diner,3
-FtVX2Z_BNE9R4WsxgI_HA,Upholstery Store: Food and Wine,4
-G9bOfE09FJmPRG1ZzkgjQ,Cucharamama,5
-GB_iJcfsm83rQhA-bSRzg,Fig & Olive,5
-GDOuw4YIp7R-1AVfUL1XA,Westville Hudson,5
-GDnntVXGDzIpcz8zgKHVg,Barbuto,2
-GKTEulPLdUaTafzDCGSXA,Halifax,5
-GOFQoGqwvR2tt_L2BizMg,Takashi,4
-GUPr_vH7-3QcPaP9FdjkQ,Del Posto,5
-GUfLOb7E5Wug0FWZMqLAg,Pilsener Haus & Biergarten,4
-G_MmeJlm5aoZtB3wJN2zA,Entwine,5
-GayORFHzyKaxJmTVdp-2A,Oscar’s Place,3
-GayORFHzyKaxJmTVdp-2A,Robongi,4
-GayORFHzyKaxJmTVdp-2A,Takashi,5
-GdmlUDffPVf8MEfUpFyUw,Sugar Factory,4
-GiiVWERq68824WIQau0ag,Benny Tudino’s Pizzeria,4
-GiiVWERq68824WIQau0ag,Tony Boloney’s,3
-GmwK1TGKdm4BmjRjvECzg,Dig Inn,5
-GmwK1TGKdm4BmjRjvECzg,Morimoto,4
-GnGGiDfwzuKN2bAwT1wug,Morimoto,2
-GtVAP_ghGPNc15WeBocJg,Wafels & Dinges,5
-GvVYl35bk43HjboZ72CuA,Bareburger,4
-GvVYl35bk43HjboZ72CuA,Dilli Junction,4
-GwQso1EIr8_EcW-jS7OkQ,Artichoke Basille’s Pizza & Bar,5
-H2gVHDobSLxHNci2H4ggg,Royal Grill Halal Food,4
-H2gVHDobSLxHNci2H4ggg,Takashi,4
-H2gVHDobSLxHNci2H4ggg,The Park,3
-H49s35F3mRmbohwlkDfCw,Benny Tudino’s Pizzeria,5
-H7pTPk1mSE59vyOCEqxRA,Catch,3
-HBgU4N4OGAXddHF0xtUEA,Cafe Matt & Meera,5
-HGXpA268E9oDXEmPXhlAA,Leo’s Grandevous,2
-HHNH4buPF5-yIH0o2lwJQ,Los Tacos No.1,4
-HKkEJrTuBDzHlu1TP8O6A,White Star Bar,4
-HMkTonWeJ_vCQUJnC5QpA,Catch,1
-HRq6gVFVV5ysI55aTHnfQ,Mamoun’s Falafel Restaurant,5
-HUM6gUdVHUE10M77Zb3ww,Del Posto,5
-HXsQ7SBkwk2agJ1nBZ68w,Artichoke Basille’s Pizza & Bar,1
-HXsQ7SBkwk2agJ1nBZ68w,Decoy,2
-HXsQ7SBkwk2agJ1nBZ68w,Del Posto,4
-HXsQ7SBkwk2agJ1nBZ68w,Los Tacos No.1,4
-HXsQ7SBkwk2agJ1nBZ68w,Malatesta Trattoria,3
-HXsQ7SBkwk2agJ1nBZ68w,The Spotted Pig,3
-HXsQ7SBkwk2agJ1nBZ68w,Untitled,3
-HXsQ7SBkwk2agJ1nBZ68w,Very Fresh Noodles,4
-HeNMooYCVQuWV8GQ1Zg0g,Morimoto,2
-HhK15e0QURKQ1gsGl5DAQ,honeygrow,4
-HsQUsqS1PALbdPTabaY7Q,Wallse,2
-Hx2hz0d_xivAkTjj5QGxA,Perry St,4
-I3t5HoC04Qvdd4FEYaFyQ,Charrito’s,3
-I3t5HoC04Qvdd4FEYaFyQ,Morimoto,3
-I4Su9FwZsAxfR__t3k-5g,The Spotted Pig,5
-IBeMzPqYdJfdVib1-ZXvg,Catch,4
-IBeMzPqYdJfdVib1-ZXvg,The Quarter,4
-IBeMzPqYdJfdVib1-ZXvg,The Spotted Pig,5
-IRU-rSLJvsBEzz9UfoB5w,Charrito’s,2
-Io18jmWPAZVZ8h6imPs7g,Union Hall,4
-IrqOYQQQlKRV5IzfWXRqQ,Morimoto,4
-IrqOYQQQlKRV5IzfWXRqQ,The Little Grocery Downtown,5
-Iu7HfU_VcUIOiTWaKNqGA,Los Tacos No.1,4
-IulESTI4w9z7CSKxZ_nGA,Fran’s Italian Deli,2
-IulESTI4w9z7CSKxZ_nGA,Lola’s,5
-IulESTI4w9z7CSKxZ_nGA,Wicked Wolf Tavern,4
-J-j1XSfMUHXNBwJmlHlrw,STK Downtown,5
-J-kbc-rO1ymMa3oZB8YQA,Midtown Philly Steaks,5
-J610XsXGlgl0xFGfjo2zQ,Bubby’s High Line,5
-JCzxjOgYhuHlQMVRnGrJQ,Hudson Clearwater,3
-JHIUvcsykkFlkbjK-LgVw,Employees Only,5
-JJW6G44D3Mhaw-NO-I6WA,Mamoun’s Falafel Restaurant,1
-JSZAdgz0JRDr6ruhgPoJA,Schnackenberg’s Luncheonette,5
-JY2vNDne4rLGVEseElrJQ,Takashi,5
-J_4Vg2NrSayBfFoW7hs3g,Andrea Salumeria,4
-J_4Vg2NrSayBfFoW7hs3g,East LA,3
-J_4Vg2NrSayBfFoW7hs3g,La Isla Restaurant,3
-J_4Vg2NrSayBfFoW7hs3g,Zafra Kitchen,4
-Jlua5KemKdpQhBTJ9meag,Ainsworth Hoboken,4
-JqCyP2n0jsgEmh_QqgNQA,The Spotted Pig,4
-JvPgdwyhitnvAmlkuBvaA,Union Bar & Kitchen,5
-JxhPK4Y3X3O8HmEozqn7g,Vivi Bubble Tea,5
-K1evmzJyqS8CESqiJ7fVQ,East LA,1
-K79Xep4lElqIChsJYWuiQ,Arthurs,1
-K79Xep4lElqIChsJYWuiQ,Black Bear Bar & Grill,3
-K79Xep4lElqIChsJYWuiQ,Cooper’s Union,5
-K79Xep4lElqIChsJYWuiQ,Fiore Deli of Hoboken,5
-K79Xep4lElqIChsJYWuiQ,Grand Vin,5
-K79Xep4lElqIChsJYWuiQ,House of Que,2
-K79Xep4lElqIChsJYWuiQ,Tony Boloney’s,4
-K79Xep4lElqIChsJYWuiQ,Zack’s Oak Bar & Restaurant,2
-KHYnz1lEbCP-2ioK-1bVg,Employees Only,4
-KHYnz1lEbCP-2ioK-1bVg,The Spotted Pig,4
-KJ5XqgkcZFVz5wmsl5-fw,Los Tacos No.1,5
-KNQbx__t0gyLQotLxyWLw,Benny Tudino’s Pizzeria,3
-KPX_e-cPrJo_cVQUPaltw,Arthurs,4
-KoFzXTKzCR4XlTmaQGZzw,Tony Boloney’s,4
-KpqN6M9c4lxSgBm7dfEmQ,Bin 14,4
-Kuamu4BbV1eb0aPTAFiGw,Bubby’s High Line,4
-L4h7dz6eqMdAf7_IZhfSw,Bin 14,5
-LAlYJkvIpdrAcbzr2oKAA,GFG Bakery,5
-LTKuNP5Lga_tgRsgEZTwQ,Fig & Olive,3
-LgjrtcrA8SPsjLqHDVa4w,Wafels & Dinges,5
-LlXiCBCbX1gVleyba3_UQ,The Ear Inn,5
-LmbUuKDohaIfdcGQuT2XQ,Grimaldi’s,4
-LuzXAwmneZ0clCH9FJvrw,Chart House,4
-Ly9wHXZ18HaW6arAikqzA,Bagatelle - NY,2
-MF_lP11rDbnOMRTdOzcNg,The Cuban Restaurant and Bar,4
-MF_lP11rDbnOMRTdOzcNg,Valbella,5
-MWRC5XEhD-fURi7PeeJOw,Bubby’s High Line,1
-MbcOmjH2DA5o5VG0NiF-A,The Spotted Pig,5
-Mlx4codws7O0IPHdM4DRQ,New Thanh Hoai,5
-N-lphdEjvE-wH9S00owSg,Catch,5
-N-lphdEjvE-wH9S00owSg,Los Tacos No.1,5
-N-lphdEjvE-wH9S00owSg,Malatesta Trattoria,5
-N-lphdEjvE-wH9S00owSg,Sugar Factory,4
-N-lphdEjvE-wH9S00owSg,The Standard Grill,4
-NBEZQuDaZ6YoU2BRIhaIw,Fig & Olive,5
-NTBTeBoI92WPuGpC6AdgQ,Upholstery Store: Food and Wine,4
-NTvg13erLdc_4_UXTIlzA,Black Bear Bar & Grill,4
-NTvg13erLdc_4_UXTIlzA,Turning Point of Hoboken,5
-NjGHq6RdwQaLwmO50NlWw,Pilsener Haus & Biergarten,1
-NjGHq6RdwQaLwmO50NlWw,Sushi Lounge,2
-NjGHq6RdwQaLwmO50NlWw,The Cuban Restaurant and Bar,3
-NkPL_0m42eXbE1upc5vWw,Los Tacos No.1,5
-NpjOcjHOM09e8oDGCWgmA,Artichoke Basille’s Pizza & Bar,5
-NpjOcjHOM09e8oDGCWgmA,Margherita’s Pizzeria,4
-Nt7O63JzahhJo_0XZz1oA,Artichoke Basille’s Pizza & Bar,4
-Nwfq0S_6fBdJ1QSwYgMGg,The Cheesecake Factory,3
-O3NBPIHUpv9Mu0movDBDg,Chart House,4
-O3uzECQreheok0RwlfHfA,Catch,4
-O3uzECQreheok0RwlfHfA,Sugar Factory,4
-O43R_K51EkGdOUloJ3anw,Los Tacos No.1,4
-OB-bAsBClyiMrECIJx6iQ,The Spotted Pig,5
-OEVK_XT-FlXgTHmwYwO-A,Benny Tudino’s Pizzeria,1
-OKTYOX9fUFK5IfgoqtdCw,STK Downtown,5
-ONed78HZ_upKkb1iG7Zug,Los Tres Chilitos,4
-OmLWqUutGf1jCungJqpwA,La Isla Restaurant,5
-OyqPVx5cc_g3vu58y_67Q,Los Tacos No.1,5
-P51DxGgxcv3pfoALuP41A,Amanda’s Restaurant,4
-P51DxGgxcv3pfoALuP41A,Del Frisco’s Grille,3
-P51DxGgxcv3pfoALuP41A,Dino & Harrys Steakhouse,4
-P51DxGgxcv3pfoALuP41A,Karma Kafe,5
-P51DxGgxcv3pfoALuP41A,La Isla Restaurant,1
-P51DxGgxcv3pfoALuP41A,Napoli’s Brick Oven Pizza,3
-P51DxGgxcv3pfoALuP41A,Pilsener Haus & Biergarten,4
-P51DxGgxcv3pfoALuP41A,Rosticeria Da Gigi,4
-P51DxGgxcv3pfoALuP41A,Sri Thai Thai Restaurant,4
-P51DxGgxcv3pfoALuP41A,Sushi Lounge,4
-P51DxGgxcv3pfoALuP41A,The Madison Bar & Grill,4
-P51DxGgxcv3pfoALuP41A,The Stewed Cow,4
-P51DxGgxcv3pfoALuP41A,Zafra Kitchen,5
-PAcWQyAeflRFHSR1op5CA,Mamoun’s Falafel Restaurant,2
-PGKz8GIyWGVdby3NXkReA,Los Tacos No.1,5
-PH5jT3PzO3tqal1QGulCQ,Andrea Salumeria,5
-PH5jT3PzO3tqal1QGulCQ,White Star Bar,4
-PJk3Va0sppu-sL1NLyxSw,The Lobster Place,3
-PQ7MIimR6wN0g8FikW7zw,Los Tacos No.1,5
-PRBuHxgyXkowiDAvkISeg,Grimaldi’s,4
-PRBuHxgyXkowiDAvkISeg,Okinawa Sushi & Grill,4
-PaTdS8wXeqoXnAQ1XhKOg,Elysian Cafe,2
-PaTdS8wXeqoXnAQ1XhKOg,The Brass Rail,2
-Pfnn8XLQKK-puXdb8B5zA,Malatesta Trattoria,5
-Pfnn8XLQKK-puXdb8B5zA,Union Bar & Kitchen,5
-PgqQn6QRi-TkKmKGCgrLg,Employees Only,5
-Pn7fDcfy73dAy-EdJVyOw,Takashi,5
-PwaIrvKQ2mgmVHgcz3KbA,Catch,4
-PyNu93Aa9JHxe5hLn4A9g,Satay Malaysian Cuisine,5
-QA3le1AYrRIFls8C0d0SA,The Brass Rail,1
-QDCtKo8Yp14s7YWYg2loA,East LA,3
-QIKV0u5MB_BLasNlxAaXw,The Spotted Pig,4
-QPAPcqJB0KyhQU_oSR0lA,The Cheesecake Factory,1
-QWoe1jdm5MfUBphNXSBIw,Illuzion,5
-QZzcbE7MIL92OsoiiSkaA,The Park,5
